"Name","Latitude","Longitude"
"PoetryAlive",,
"_iesha1908_",,
"RyanXHealthcare",,
"HomesteadWish",,
"EmsiteLlc",,
"MonifaThomas1",,
"haiiisam",,
"HalEdghill",,
"Delaware_DHSS",,
"AngeionGroup",,
"AngeionGroup",,
"SwimJKAP",,
"Image1USA",,
"ClevelandClinic",,
"Inner_Fayth",36.20000805,-86.791549
"emguyfreddy",,
"Marquis_Miami",,
"FOX47News",,
"INFJPhD",40.6116385,-111.8167255
"dimplelalala",,
"shawnoiler",,
"shawnoiler",,
"shelbymorgz",,
"YouAreDeserving",,
"YouAreDeserving",,
"Sparkess92",,
"SBSCFitness",,
"DrJulieChan",,
"TelemedLeaders",,
"TelemedLeaders",,
"TelemedLeaders",,
"TelemedLeaders",,
"TelemedLeaders",,
"game_tables",,
"John_Galt322",,
"Joint_Surprise",,
"Aurora_Health",,
"DeidreEversull",,
"Jeannie_Uphold",,
"CoachMcCurry",35.195838,-79.471141
"weathernetwork",,
"weathernetwork",,
"weathernetwork",,
"LeffInLaguna",,
"nycHealthy",,
"azhealthyfoods",,
"InterimHealth",,
"6abc",,
"QueenJaaass",,
"MachelleHutchi1",,
"mirielmargaret",,
"leannesgarden",,
"usnehal",,
"IlonaBaumhofer",,
"MrMomentum23",,
"peacelily1121",,
"WCPO",,
"WCPO",,
"Aronsteinn2",,
"InsureOB",,
"o2real365",,
"taylorgraceee11",38.71559885,-121.3564059
"SADEVENUS",,
"SimpleSteps4LL",,
"teter45013",,
"YogaPantHijinks",,
"herevolution01",,
"tina_smith90",,
"dominomag",,
"DuPageJournal",,
"akronohiomoms",,
"akronohiomoms",,
"akronohiomoms",,
"akronohiomoms",,
"cameosteph",,
"cameosteph",,
"_hiddenbeast",,
"wxyzdetroit",,
"KiddCalledQuest",,
"SunriseHHealth",,
"brownbarnes",,
"keepthedomus",,
"sandiegoinforme",,
"sandiegoinforme",,
"cullennp",,
"kaivac",,
"mads_scientist",,
"RebootWithJoe",,
"vaughtsviews",,
"ScrippsNational",,
"fretnkevin",,
"CycraRacing",,
"abc15",,
"LeeStoll",47.6148172,-122.3306024
"hellokerryrose",,
"ReginaPhelps",,
"Coleah",,
"recordherald",,
"WestonALF",,
"SEC_CRNA",,
"TheFluminatti",,
"TheFluminatti",,
"mrsjcas",,
"alaamilb",,
"10News",,
"10News",,
"digiezone",,
"CU_PublicHealth",,
"InFluentialMag",,
"fnelin",,
"23ABCNews",,
"BeachUrgent",,
"WPTV",,
"Theist313",,
"GuideStone",,
"HelenAnn16",,
"jessixxa_14",,
"porri2",,
"CavemanSyndrome",,
"SMWesterly",,
"flowcare_",,
"GIJobsMagazine",,
"CPAKids",,
"carrie_swigert",,
"jenningsd01",,
"SteppingStoneCR",,
"HealthierMI",,
"wumboworldwide",,
"Cryssylol",,
"whipandwander",,
"snk9009",,
"WooVapes",,
"JosephHalsey2",,
"TheJoint7thAve",,
"TheJoint7thAve",,
"TheJoint7thAve",,
"ReformedJourno",,
"NVAnimusApertus",,
"StateCollegecom",,
"hygienehealth",,
"ColumbiaMSPH",,
"V_V_G",,
"CaitlinPyle",,
"edendlow",,
"LoversPlayUSA",,
"frankiecocopdx",45.53910477,-122.66530373
"Rene_MacVay",,
"WayTooNnam",,
"BoomerBaby54",,
"DrBrendaHardie",,
"morrisl98",,
"cvffvdeus",,
"Pharmacy_Times",,
"sfletcherdean",,
"BeehiveBathH",,
"roofcleaning1",,
"Mick_eye_ee_luh",,
"10TV",,
"UTDallasArts",,
"UTDallasArts",,
"UTDallasArts",,
"UTDallasArts",,
"UTDallasArts",,
"NaturTyme",,
"forkandveg",,
"forkandveg",,
"forkandveg",,
"indigobnb",33.83187822,-84.38603152
"saukvalley",,
"saukvalley",,
"BrittBuckland",,
"taylormhobbs",,
"PutnamHealthNY",,
"RealtyNetworkG",,
"The_News_DIVA",,
"The_News_DIVA",,
"echievements",,
"41actionnews",,
"41actionnews",,
"delawareonline",,
"delawareonline",,
"delawareonline",,
"sue_whitten",,
"DelthiaRicks",,
"DelthiaRicks",,
"lahealthequity",,
"felesiabowen",,
"raflocruz99",,
"Luxurr",,
"porter5101",,
"nerdycurious",,
"Stacey_Lynn517",39.7672235,-86.3918345
"negativefetus",,
"bjjdiii",30.4820535,-90.4793805
"MAP2WellandFit",,
"alecsmarbles",,
"brizzybreeee",,
"mandy_hawks",,
"DrIanWeissman",,
"IllinoisRx",,
"IllinoisRx",,
"mitdoc",,
"catherinem_h",,
"PennyElaine78",,
"TNmedicKT",,
"eroetzel",,
"WoodardHortense",,
"thelonevirologi",,
"thelonevirologi",,
"stephswanson84",,
"News12LI",,
"Unity_of_Denver",,
"CindyReynolds",,
"KatPowers",,
"eXtRa_Positive_",,
"brg_devine",,
"OneReliant",,
"Sup_Bear_702",,
"FiorellaEats",40.7779,-73.9675
"FiorellaEats",40.7779,-73.9675
"laney_am",,
"MillerMathTeach",,
"soccermomTEX",,
"AruniKashyap",,
"WxOneNews",,
"RetiremntWisdom",,
"RetiremntWisdom",,
"AsiaChloeBrown",,
"ElementCare",,
"FayCortez",,
"KristinReins",,
"ActionNewsJax",,
"LawngIsland",,
"LawngIsland",,
"jennaANjax",,
"jennaANjax",,
"PilotFitness",,
"AberdeenNews",,
"HotpageNews",,
"Hotpage_News",,
"MyCharterLIFE",,
"UPMC_Pinnacle",,
"UPMC_Pinnacle",,
"BookDel",,
"mandahadi",,
"xanderberkeley",,
"BibianaC9",,
"TargetMrkting",,
"SandraNelson8",,
"JustCallMe_PJ",,
"FreeRxSaver",,
"FreeRxSaver",,
"FreeRxSaver",,
"RA_Maldo",,
"ViraBurnayeva",,
"ViraBurnayeva",,
"AboutPediatrics",,
"eggersdailynews",,
"StoverLab",,
"SethFireballit",,
"Economy_Air_Aub",,
"nojokechildcare",,
"nojokechildcare",,
"PIDSociety",,
"sfam_official",,
"MDedgePediatric",,
"DavidRovella",,
"Lackeyjk",,
"SchmidtSethi",,
"Adwoa_tk",36.0871686,-80.244984
"emmavinch",,
"UFHealthNews",,
"ValueDrugs",,
"ValueDrugs",,
"DrTracyFreeman",,
"CoolingUltd",,
"HelenBranswell",,
"HelenBranswell",,
"HelenBranswell",,
"HelenBranswell",,
"HelenBranswell",,
"unsaltysaltines",,
"masslivenews",,
"KMooreCJOB",,
"Mari83425974",,
"DeniOsborne",,
"greatparks",,
"The_Teau",,
"WDEL",,
"Vaxyourfam",,
"donaldhackett",,
"BenjaminWolfram",37.91618231,-78.93822536
"WCHLChapelboro",,
"Heos_io",,
"downwritemental",,
"PhilSalesses",,
"yeshummingbird",,
"usmedequip",,
"kathyjessup",,
"jmjones",,
"jmjones",,
"PatriciaAhern",,
"1beunique",,
"BebeLuxHP",,
"lovvvr",,
"farmgirlfood",,
"MedicalLetter",,
"be4healthLLC",,
"Nemmyy905",,
"natashaabadilla",37.7919941,-122.2286855
"Blaizey_Kat",,
"BeeLineSupport1",,
"HHSRegion7",,
"MyFamilyTable",,
"tylercook4",,
"HealthyBoston",,
"ArianneCPerry",,
"BushwickDaily",,
"GreenButAlsoBlu",,
"Burton_UC",,
"stephdiaaz",,
"GaryLawsure",,
"SimmonsNews",,
"gerardgallagher",,
"amanda_devik",,
"mamurf41",,
"p2pMark",,
"JVoluntaryist",,
"MartinsMaintain",,
"jameswdecapite",,
"kkvasilopoulos",,
"kentuckyoksmall",,
"medpagetoday",,
"AudraMilos",,
"khunsinger_",,
"DelawareHealth",,
"mtmacki",,
"ChaseProducts",,
"CoffeeChick70",,
"DrBerryPierre",,
"AliceMHarper",,
"umichmedicine",,
"ABCCLEANINGINC",,
"La_DOTD",,
"La_DOTD",,
"SandalwoodShopp",,
"robertsantosvo",,
"SITNBoston",42.37819765,-71.112377
"RobinHHHHH",,
"marionosth",,
"Amberbodily1",,
"NHCouncil",,
"indycouponmama",,
"itsSIGNAL",,
"citydocinwood",,
"Citydocpreston",,
"BarbMurphyLeary",,
"ABC10",,
"ABC10",,
"ABC10",,
"diverlinda",,
"Irenes_Dream",,
"christinaxx19",,
"SJGulitti",,
"ForbesMusicCo",,
"STS_CTsurgery",,
"THV11",,
"saltzdmdcary",,
"TheMeganMcClain",,
"NorthwestAHEC",,
"Meghasood16",,
"CentreCountyRep",,
"CorrelatedPI",40.050298,-86.01164915
"Arycaaa",,
"yomomma8888",,
"DamuthTrane",,
"MerryMaidsofPBC",,
"PipluGamingYT",,
"phelpshospital",,
"FingerLakes1",,
"PersisterCrone",35.9909825,-78.8954403
"jeezjess",,
"PricePounders",,
"PricePounders",,
"Tchr_RachelM",,
"allison_145",,
"wcti12",,
"JimmyMcCoy7979",,
"TurnLeft_2019",,
"KIRO7Seattle",,
"sopakurt",,
"succ4satan",,
"Mnorman88",,
"pcooper25",,
"TomAnswers10",,
"TomAnswers10",,
"TomAnswers10",,
"TomAnswers10",,
"HCUWyoming",,
"ordinarytanya",,
"Jayne2813",,
"Kimicanary",,
"gremonmarketing",,
"HEAVENERYB",,
"Sugarshack60",,
"BostonGlobe",,
"BostonGlobe",,
"BostonGlobe",,
"stephvw4",,
"tonyisontwtr",,
"Financialplgrm",,
"pelielios",,
"wsoctv",,
"NotesFrom_Boog",,
"mmelgar09",,
"mmelgar09",,
"ArlisFernandez",,
"SousChefWic",,
"Inhabitkitchen",,
"lrhfangirl",,
"sarahsimmons712",,
"michaeldcmap",,
"DelishLilBites",,
"Victoria_woo22",,
"APrettyLoveSong",,
"everybodyzzmama",,
"case_kristen",,
"EllePolani",,
"koconews",,
"koconews",,
"GreeneCoPH",,
"GreeneCoPH",,
"JBukovac44News",38.00346645,-87.5746905
"JBukovac44News",38.00346645,-87.5746905
"dinahcreates",,
"AndBulbous",,
"WFMY",,
"MRsBrock2013",,
"WTAJnews",,
"prichardsonla",34.0207895,-118.4119065
"Gewiretz",,
"MySampleLife",,
"rzeyl",,
"MelDuganRealtor",,
"mcarphil",,
"tomaracleans",,
"WRAL",,
"mainelykeating",,
"mainelykeating",,
"mainelykeating",,
"spandsblog",,
"CTTVBroadcast",,
"theAntonioSC",,
"yodelhealth",,
"drjoshk",,
"drjoshk",,
"drjoshk",,
"drjoshk",,
"CottageHealth",,
"sav_cothran",,
"MelroseFreePrss",,
"readingadvocate",,
"StonehamSun",,
"PowerBoater69",,
"CSISpecialty",,
"HHS_ASH",,
"HHS_ASH",,
"Shawn_Smith1",,
"meggyrob__",,
"yanaa34498429",,
"Nevada",,
"Nevada",,
"rachelcantore",,
"BartonCreekSq",,
"carolinehilll",,
"Alex_Thomas14",,
"AbxDukeRaleigh",,
"DennisHouseTV",,
"TheAppalachian",,
"WWAY",,
"knittaphd",,
"andyjjosephh",,
"OBXjumper84",,
"amy_hudak",,
"WTNH",,
"MassDPH",,
"MassDPH",,
"MassDPH",,
"BaseballMurse7",,
"WFSBnews",,
"MDMagazine",,
"onahunttoday",,
"OhioValleyMall",,
"robynsantafe",,
"robynsantafe",,
"MaidstoneIda",,
"peapa905",,
"peapa905",,
"jakekaufman0",,
"jackiea221",,
"boongroup",,
"lucsf",,
"StaplesBizCan",,
"brij",,
"LeavittPartners",,
"AICPA",,
"BrandonCortesTV",43.0483154657465,-76.2298999140604
"eStemPCS",,
"claymohealth",,
"ABC11_WTVD",,
"ABC11_WTVD",,
"sonyaalcocer",,
"ssmhealthwi",,
"ssmhealthwi",,
"WITN",,
"DrLovlie",,
"WhatMattHerrs",,
"AFCWatertown",,
"EINH1N1News",,
"EINH1N1News",,
"Benefect",,
"Clover_Health",,
"Clover_Health",,
"garlicmeg",,
"chocosdkadi",,
"chocosdkadi",,
"_sammy_wright",,
"Fluttermind",,
"MsRice34",,
"bboydfarmers",,
"SpecNewsTriad",,
"srg315",,
"fromhair2toe",,
"myfox8",,
"WNCN",,
"dramollette",,
"rainbowped",,
"RecruiterKailea",,
"KLOG1490",,
"SageMinder",,
"JHHCSolutions",,
"SFACHN",,
"RunnymedeHC",,
"LyndaEnright",,
"TulsaHealthDept",,
"FedAmerHospital",,
"trainDAVINCI",,
"racysmomma",,
"Jackson_French",,
"apexreps",,
"nic_732213",,
"CareerBeacon",,
"Chris__Merritt",,
"morrisglobe",,
"michelleb80",,
"creepyfantasies",,
"danogman71",,
"sophierzucker",,
"ElevationBeard",,
"chestntrdgepeds",,
"devichechi",,
"PhysiciansPract",,
"SFFamilyDocs",,
"TChanandlerBong",,
"KrisTanner17",,
"oxanathestylist",,
"JeffcoPH",,
"BTrustyNO2ATL",,
"AlcottHR",,
"helloHCP",,
"helloHCP",,
"UPMCMyHealth",,
"UTPhysicians",,
"HmarkNews",,
"icednipple",39.7665555,-86.441236
"KahrlAndCo",,
"CanberraCorp",,
"granitegriz",,
"MichelleVaitkus",,
"Gurumantra",,
"THealthNetwork",,
"SDFlu",,
"natureclaim",,
"SmithKevinMark",,
"CarmensVacuum",,
"wareagle125",,
"LAHospitals",,
"DrEmilyT",,
"gretchengiraffe",,
"961thebreeze",,
"savvybridedeets",,
"WBBMNewsradio",,
"JtDirtyBirdy",,
"nbcchicago",,
"OxifreshR",,
"chicagoinformer",,
"chicagoinformer",,
"wenthere8this",,
"heath_us",,
"AmeshAA",39.284713,-76.62048175
"lehighvalley",,
"alicesunnnn",,
"McOmieDentistry",,
"Chicago_NC",,
"NWINews",,
"CSTbreaking",,
"cravens_erick",,
"roywhl",,
"983thesnake",,
"TobyGreenane",,
"KRIS6News",,
"KRIS6News",,
"KRIS6News",,
"TheDailyUsNews",,
"parentsmagazine",,
"JzonLamar",39.747037,-121.83373
"Caress_Kohlepp",,
"DrDanoukh",,
"ArkansasOnline",,
"trae___trae",,
"ashleyjonesy",,
"cmuconfessions3",,
"ReporterBush",,
"audreycanblog",40.655138,-73.9487755
"LiaAmari17",,
"Ehryn_B",,
"KUSINews",,
"melaniewebb34",,
"tatianaa_mariee",,
"Smolleadernim",,
"Region8News",,
"chicagotribune",,
"ryanfagan",,
"Michael_T_Moore",,
"chavezdoe",,
"Ethan_Tillis",,
"NorthernILAlive",,
"SaukValleyNow1",,
"C_Carpenter05",,
"C_Carpenter05",,
"SemiColonGirl",,
"NearSightedGirl",,
"ElRealCarlito",,
"lizbabyy_x3",38.8051145,-77.2369685
"heeeysamantha",43.0061125,-88.0222305
"Medicare65Inc",,
"Medicare65Inc",,
"Medicare65Inc",,
"Medicare65Inc",,
"AHHB_Pets",,
"news4buffalo",,
"news4buffalo",,
"Angeleyesv3",,
"AudiaMcGee",30.1763125,-85.751142
"RHGridiron",,
"TiredPappy",,
"UMDRecWell",,
"Evaclean",,
"_kjezzz",,
"DPKHuntersville",,
"WMUR9",,
"WMUR9",,
"WMUR9",,
"UMich",,
"FreeToChooseNet",,
"FreeToChooseNet",,
"thepstall",,
"Paul58183528",,
"Paul58183528",,
"BearClawGaming",,
"AncestralNut",,
"haleybreann9",,
"vanessavgalindo",,
"SanduskyMall",,
"SAITRadio",,
"happiestbaby",,
"TomKbrink",,
"CaryGrcnt",,
"JillianVetter",,
"kxly4news",,
"kxly4news",,
"ScvBirth",,
"ProfitsMrketing",,
"ProfitsMrketing",,
"ProfitsMrketing",,
"JakeMayhoff",,
"JakeMayhoff",,
"nuMosemed",,
"RawlsMD",,
"SunsetMallSA",,
"EagleExpress",,
"EagleExpress",,
"mymindrebels",,
"abbeylaynee",,
"MANA_Clinics",,
"AllenPub",,
"heychelseasmith",,
"CMHCommunity",,
"Amplicare",,
"SlowGrindSizzle",,
"_kfmc",,
"TheWinchester84",,
"foodplex",,
"JeffcoHistory",,
"gwinuihc",,
"L4dieG4mer",,
"CannandaCrew",,
"CareAboutClean",,
"twf87",,
"doowaras",,
"GabrielleMediak",,
"GabrielleMediak",42.8962295,-78.853563
"SDhiddengem",32.8708845774508,-117.21075219313
"SDhiddengem",32.8709137,-117.21147219
"acetrainertoken",,
"woolbrightfarms",,
"adubjose",,
"dailymomblogs",,
"dailymomblogs",,
"topratedresumes",,
"aginglifecareny",,
"NVBabiesCount",,
"StevenEisner",,
"holisticpussy",,
"tiyajaison",,
"Magda83",,
"newswireNH",,
"SDCountyHHSA",,
"SanDiegoCounty",,
"Blair11281",,
"DenvilleSchool",,
"kristaveinot",43.629311,-79.2725695
"mercola",,
"JSunNews",,
"BarryBottino",,
"TSystem",,
"HStaufferLNP",,
"HStaufferLNP",,
"HStaufferLNP",,
"LeahMomma",35.9824705,-83.9638415
"karinadoubleu",,
"niteowlhowl",,
"princesspeyten",34.41563105,-118.5032588
"princesspeyten",34.41563105,-118.5032588
"MariaDivina8888",,
"TheCounty_ME",,
"hamilton_lakes",,
"leb8781",,
"thehonorablecsc",28.50167835,-81.36777265
"erisllangos",,
"FLBlue",,
"FLBlue",,
"LADeptHealth",,
"LADeptHealth",,
"scmadmoney1",,
"Laelaps",40.76580515,-111.91702575
"oconnor_gmail",45.2487908,-75.8001415
"UConnResearch",,
"zubzub35",,
"EbonyElay_",,
"virgolass93",,
"phytofarmacy",,
"theivyacademy01",,
"Atty2161724",,
"dwo3c",,
"HealthyMePA",,
"HealthyMePA",,
"CapHarvestDC",,
"MicroShield360_",,
"InfectDisNews",,
"InfectDisNews",,
"VeritivClean",,
"GoErie",,
"ETNbruce",,
"SachemNurse",,
"UC_athtraining",36.73619105,-84.1700551
"ahahospitals",,
"ahahospitals",,
"QACDOH",,
"PopSci2Policy",,
"npta",,
"sarxhh__ab",,
"SCJP_USA",,
"SCJP_USA",,
"USequestrian",,
"ProjectAccessNH",,
"adrianalately",,
"adrianalately",,
"lj_tan",,
"CPHO_Canada",,
"14Taylorbriggs",,
"fatiicarballo",,
"ACCinTouch",,
"TownMonroeCT",,
"healthierphilly",,
"healthierphilly",,
"NFIDvaccines",,
"NFIDvaccines",,
"NFIDvaccines",,
"961kxy",,
"caaseeydwyer",,
"MomCaveTV",,
"LWMLaw",,
"XpertHR_USA",,
"CayCare",,
"NGAHealthDist",,
"aubs_liddell",,
"rodhanks",,
"SpotsylvaniaTC",,
"jennyswave25",,
"1025thebull",,
"T102Lima",,
"UR_RPRC",,
"94CountryWKKJ",,
"1057TheBull",,
"WACO100TEXAS",,
"HCHofstra",,
"reneejess0205",,
"AveDeFranco",,
"WEZS1350",,
"KristenShelton",,
"BatchNurse",,
"wordsRmightier",,
"WFCTSI",,
"Auburn_Clinic",,
"drfixus",,
"AnnaliseKnudson",,
"etsjobs",,
"hillshealthy2",,
"PokJournal",,
"PokJournal",,
"CTDPH",,
"alexissjaneee",,
"VickiHughes",,
"Saint_Nic15",,
"josueps95",30.0635144,-95.3778143
"occupybergennj",,
"DepartmentSba",,
"LisaforColes",,
"ChristopherTh43",,
"Dr_Ashmon",,
"karensrba",,
"medsengage",,
"Kristin3760",,
"MaureenSharib",,
"SpinningInBurbs",,
"VStv_ME",,
"kcycountry",,
"kcycountry",,
"callme__Tia",,
"LydiaBurrell",,
"k8rtothotdish",,
"DougnWinterpark",,
"caramccarthy13",,
"beugene11",,
"RobinSpringer1",,
"ToriWallisch",,
"wics_abc20",,
"Jenny_Lenny",,
"420lanie",,
"420lanie",,
"RightFitt",,
"edinasqb2black",,
"MarilynGrunwald",,
"hill_jasmin",,
"sduffy1986",,
"1point_in_time",,
"MyraLockett2",,
"DrMarina",,
"gabagrl",,
"DocJeffD",,
"RyanChun3",,
"ABC57News",,
"MelHudsonABC57",,
"shy30taz",,
"AmbergVan",,
"BrookeDraper23",32.5735487,-97.116784
"msjacob310",,
"DonKoenig8",,
"SSMHealthSaints",,
"JJPulstars2",,
"JJPulstars2",,
"megarooo_",,
"everydayxchg",,
"JenTusch",,
"paigeperriello",,
"Ambler_Percy",,
"BluthX",,
"lmalexander78",35.1704985,-79.86103375
"Meloig_Stoig",35.9824705,-83.9638415
"AtxMusicHall",,
"WDTnews",,
"ed_matute3",,
"ameliejulianne",38.675018,-121.7562785
"Jacindaataylor",,
"SierraHolloway9",,
"SirTractor",,
"not4you25",,
"WayneHealthNC",,
"WayneHealthNC",,
"GerardNocco",,
"TheHolisticMama",,
"DrPanMD",,
"DrPanMD",,
"DrPanMD",,
"RoyalTrance",,
"EdensGardenOils",,
"jadebenheart",,
"BrentReser",,
"FatiCakez",,
"nminotti",,
"CruzNPets",,
"centralmalltxk",,
"mslizlord",,
"scharms1962",,
"AAFANational",,
"EastgatePTA",,
"WindhamPatch",,
"SalemNHPatch",,
"MerrNHPatch",,
"ThatMummyLife",,
"mrtompinney",,
"MsBJPeart",,
"KODEnews",,
"KSNLocalNews",,
"Beingchris",,
"vickster1961",,
"golf4miami",,
"ConcordNHPatch",,
"PortsmthNHPatch",,
"BedfordNHPatch",,
"MilfordNHPatch",,
"ExeterPatch",,
"HamptonNHPatch",,
"NashuaPatch",,
"AmherstPatch",,
"Brittney_Hayes_",,
"SammyHussen",,
"DMRegister",,
"QuikFavor",,
"integrishealth",,
"fischy",,
"fischy",,
"OfficialTaruP",,
"RepCharlesSC",,
"EastwoodMallOH",,
"BerryBreeze",,
"univrsle",,
"WPXI",,
"DiscoverMJ",,
"lodaox",,
"malldelasaguila",,
"DarthLibrarian",38.0033755,-79.420865
"toppediatrician",,
"AlexandriaMall",,
"MallofAbilene",,
"chelseetaylor",,
"MultiBriefs",,
"tmariemcleod15",,
"DetroitMommies",,
"SCCHealth",,
"Pittsburgh_NC",,
"BrownsGiveBack",,
"beca_drake",,
"thephillyvoice",,
"pharmacists",,
"wells_michal",,
"LynnwoodGrill",35.8439812,-78.657837
"RiannaSoSweet",,
